transcript_id,SRR066643,SRR066644,SRR066645,SRR066646,SRR066647,SRR066648
Cre13.g562450_4532.2.v6.1,0,0,20,0,0,0
Cre13.g801505_4532.1.v6.1,91,90,131,103,109,83
Cre13.g562400_4532.1.v6.1,195,169,214,117,136,191
Cre13.g562450_4532.1.v6.1,245,548,176,296,282,352
Cre13.g562450_4532.3.v6.1,170,0,0,0,76,0
Cre13.g561800_4532.2.v6.1,0,0,0,0,0,0
Cre13.g561800_4532.3.v6.1,0,0,47,0,0,0
Cre13.g561850_4532.2.v6.1,0,0,0,0,22,0
Cre13.g801504_4532.2.v6.1,0,21,0,0,27,16
Cre13.g562031_4532.1.v6.1,0,0,14,15,16,20
Cre13.g562200_4532.2.v6.1,0,0,0,0,0,0
Cre13.g562250_4532.4.v6.1,0,45,39,0,40,33
Cre13.g562250_4532.3.v6.1,0,0,0,0,0,0
Cre13.g562250_4532.2.v6.1,0,0,0,0,0,0
Cre13.g562300_4532.1.v6.1,0,0,0,0,0,0
Cre13.g561800_4532.4.v6.1,43,0,10,0,0,0
Cre13.g561800_4532.1.v6.1,177,160,113,104,163,197
Cre13.g561800_4532.7.v6.1,4,13,7,54,47,39
Cre13.g561800_4532.6.v6.1,14,25,4,0,0,0
Cre13.g561800_4532.5.v6.1,15,40,35,0,0,0
Cre13.g561850_4532.1.v6.1,123,148,84,89,76,105
Cre13.g801504_4532.1.v6.1,72,79,62,60,51,36
Cre13.g562062_4532.1.v6.1,46,55,65,48,60,57
Cre13.g562100_4532.1.v6.1,19,29,25,28,35,34
Cre13.g562150_4532.1.v6.1,518,611,688,101,100,28
Cre13.g562150_4532.2.v6.1,1191,1237,1534,222,329,443
Cre13.g562200_4532.1.v6.1,26,24,16,25,25,25
Cre13.g562250_4532.1.v6.1,93,53,47,77,36,75
Cre13.g562650_4532.2.v6.1,0,0,0,0,0,0
Cre13.g562650_4532.3.v6.1,0,0,0,0,0,0
Cre13.g562650_4532.4.v6.1,0,0,0,0,0,0
Cre13.g562475_4532.1.v6.1,303,380,143,158,192,206
Cre13.g562501_4532.1.v6.1,74,52,27,24,29,36
Cre13.g562526_4532.1.v6.1,165,194,196,147,169,147
Cre13.g562550_4532.1.v6.1,146,159,183,958,1130,1033
Cre13.g562650_4532.9.v6.1,12,63,182,78,96,103
Cre13.g562650_4532.6.v6.1,47,99,229,99,131,132
Cre13.g562650_4532.5.v6.1,248,141,163,90,150,151
Cre13.g562650_4532.8.v6.1,3,12,169,46,73,29
Cre13.g562650_4532.1.v6.1,220,219,505,204,218,318
Cre13.g563350_4532.1.v6.1,100,128,121,87,85,91
Cre13.g563350_4532.2.v6.1,5,4,2,4,26,13
Cre13.g563500_4532.1.v6.1,23,36,8,0,4,2
Cre13.g563550_4532.1.v6.1,0,0,0,0,0,0
Cre13.g563550_4532.3.v6.1,17,17,28,32,23,32
Cre13.g563550_4532.2.v6.1,30,32,43,36,63,62
Cre13.g801511_4532.2.v6.1,17,15,12,4,3,4
Cre13.g801511_4532.1.v6.1,3,2,4,2,3,2
Cre13.g801512_4532.2.v6.1,0,0,0,0,0,0
Cre13.g801512_4532.1.v6.1,5,0,3,0,0,0
Cre13.g563600_4532.1.v6.1,19,19,29,412,421,422
Cre13.g563650_4532.1.v6.1,7,7,9,40,63,60
Cre13.g563700_4532.1.v6.1,77,74,119,55,60,92
Cre13.g563733_4532.2.v6.1,59,88,156,49,123,140
Cre13.g563733_4532.1.v6.1,89,76,0,78,0,0
Cre13.g563800_4532.1.v6.1,90,162,50,43,36,38
Cre13.g563850_4532.3.v6.1,5,1,5,0,31,28
Cre13.g563850_4532.1.v6.1,55,107,46,133,127,72
Cre13.g563850_4532.2.v6.1,82,71,61,0,30,68
Cre13.g801513_4532.1.v6.1,6,0,0,0,0,0
Cre13.g564100_4532.2.v6.1,0,0,0,0,0,0
Cre13.g563900_4532.1.v6.1,33,25,27,23,29,29
Cre13.g801509_4532.1.v6.1,20,16,28,13,25,17
Cre13.g801510_4532.2.v6.1,6,6,0,357,312,266
Cre13.g801510_4532.1.v6.1,40,24,17,68,67,62
Cre13.g801510_4532.4.v6.1,3,1,2,4,9,5
Cre13.g801510_4532.3.v6.1,19,15,13,0,8,49
Cre13.g564000_4532.1.v6.1,22,21,18,15,19,23
Cre13.g564050_4532.1.v6.1,127,91,64,64,68,66
Cre13.g564050_4532.2.v6.1,20,52,24,2,7,12
Cre13.g564100_4532.1.v6.1,68,70,50,155,159,142
Cre13.g801514_4532.1.v6.1,60,105,133,33,38,36
Cre13.g564400_4532.1.v6.1,37,51,35,26,22,36
Cre13.g801515_4532.1.v6.1,50,62,61,57,63,80
Cre13.g564550_4532.1.v6.1,5,5,5,5,4,9
Cre13.g564583_4532.1.v6.1,22,28,32,3,2,2
Cre13.g562950_4532.2.v6.1,0,18,0,0,37,18
Cre13.g563150_4532.3.v6.1,0,0,0,66,0,0
Cre13.g563150_4532.2.v6.1,0,0,0,0,0,0
Cre13.g562700_4532.1.v6.1,37,32,48,38,36,43
Cre13.g562750_4532.1.v6.1,102,103,62,17,31,28
Cre13.g562800_4532.1.v6.1,125,128,128,87,100,129
Cre13.g562850_4532.1.v6.1,1988,2165,2129,537,591,622
Cre13.g562900_4532.1.v6.1,246,219,121,0,14,16
Cre13.g562950_4532.1.v6.1,183,166,178,120,104,128
Cre13.g801507_4532.1.v6.1,52,57,53,49,59,64
Cre13.g563006_4532.1.v6.1,13,16,17,6,9,12
Cre13.g563050_4532.1.v6.1,12,4,8,3,1,0
Cre13.g563050_4532.2.v6.1,14,39,0,0,5,0
Cre13.g563100_4532.1.v6.1,309,273,133,1211,1415,1368
Cre13.g563100_4532.2.v6.1,12,16,9,10,10,16
Cre13.g563150_4532.1.v6.1,259,304,241,210,312,324
Cre13.g801508_4532.1.v6.1,9,8,8,14,10,9
Cre13.g563200_4532.1.v6.1,32,49,49,75,96,74
Cre13.g563200_4532.2.v6.1,28,27,29,18,15,31
Cre13.g563250_4532.1.v6.1,2,1,1,2,2,2
Cre13.g563300_4532.1.v6.1,90,69,120,97,135,139
Cre13.g564650_4532.2.v6.1,0,0,0,0,0,0
Cre13.g564650_4532.3.v6.1,0,0,0,0,14,0
Cre13.g564650_4532.4.v6.1,0,0,0,0,46,0
Cre13.g564650_4532.1.v6.1,44,61,43,127,84,169
Cre13.g564700_4532.2.v6.1,0,29,24,0,0,0
Cre13.g564700_4532.1.v6.1,27,56,9,0,0,5
Cre13.g564700_4532.3.v6.1,7,1,1,2,1,2
Cre13.g564700_4532.4.v6.1,5,2,2,2,1,2
Cre13.g564700_4532.5.v6.1,5,2,2,2,1,1
Cre13.g564700_4532.6.v6.1,6,2,1,1,1,1
Cre13.g564250_4532.2.v6.1,0,1166,0,499,0,0
Cre13.g564250_4532.3.v6.1,0,0,0,0,0,0
Cre13.g564250_4532.1.v6.1,935,616,545,214,914,793
Cre13.g564250_4532.4.v6.1,286,60,54,90,133,94
Cre13.g564350_4532.1.v6.1,109,84,71,61,78,111
Cre13.g564766_4532.2.v6.1,0,0,0,0,0,0
Cre13.g564750_4532.1.v6.1,92,92,73,104,142,119
Cre13.g564766_4532.1.v6.1,40,44,52,42,51,52
Cre13.g565150_4532.1.v6.1,49,63,18,17,14,17
Cre13.g565200_4532.1.v6.1,190,123,205,236,250,286
Cre13.g565200_4532.2.v6.1,2,2,1,2,1,4
Cre13.g565270_4532.1.v6.1,22,22,22,21,23,16
Cre13.g565260_4532.3.v6.1,0,0,0,0,0,0
Cre13.g565260_4532.2.v6.1,0,0,0,0,0,0
Cre13.g565250_4532.1.v6.1,77,75,63,15,24,34
Cre13.g565260_4532.1.v6.1,120,102,102,78,87,101
Cre13.g564800_4532.2.v6.1,0,62,0,0,28,47
Cre13.g564850_4532.2.v6.1,0,0,0,0,0,0
Cre13.g565000_4532.2.v6.1,0,0,0,0,0,0
Cre13.g565050_4532.1.v6.1,0,0,0,0,0,0
Cre13.g565083_4532.1.v6.1,0,0,0,0,0,0
Cre13.g564800_4532.1.v6.1,91,78,111,195,196,176
Cre13.g564800_4532.3.v6.1,48,14,57,0,14,26
Cre13.g801516_4532.1.v6.1,8,9,26,16,22,27
Cre13.g564850_4532.1.v6.1,106,81,128,121,135,107
Cre13.g564850_4532.3.v6.1,24,54,105,15,35,48
Cre13.g564900_4532.1.v6.1,175,207,284,399,526,423
Cre13.g564900_4532.2.v6.1,2,164,23,0,0,172
Cre13.g564900_4532.3.v6.1,177,19,0,44,75,51
Cre13.g564900_4532.4.v6.1,6,3,0,4,8,14
Cre13.g564900_4532.5.v6.1,12,5,0,15,27,18
Cre13.g564900_4532.6.v6.1,21,6,0,16,4,22
Cre13.g564900_4532.7.v6.1,73,57,317,74,43,69
Cre13.g564950_4532.1.v6.1,131,135,103,104,121,127
Cre13.g564950_4532.2.v6.1,13,0,0,0,0,0
Cre13.g565000_4532.1.v6.1,97,81,92,94,153,144
Cre13.g565050_4532.2.v6.1,27,14,30,35,47,62
Cre13.g566400_4532.1.v6.1,49,37,34,48,67,67
Cre13.g566550_4532.1.v6.1,9,7,14,27,40,31
Cre13.g566500_4532.5.v6.1,17,13,8,18,23,40
Cre13.g566500_4532.3.v6.1,17,15,15,25,34,48
Cre13.g566500_4532.2.v6.1,18,18,35,16,81,33
Cre13.g566500_4532.4.v6.1,15,15,11,65,22,67
Cre13.g566500_4532.1.v6.1,22,21,25,45,45,64
Cre13.g566450_4532.1.v6.1,514,532,408,318,331,390
Cre13.g566450_4532.2.v6.1,11,14,8,12,22,12
Cre13.g566450_4532.3.v6.1,4,5,4,3,3,6
Cre13.g566600_4532.1.v6.1,11,5,13,21,29,28
Cre13.g567450_4532.1.v6.1,11,19,12,5,7,6
Cre13.g567400_4532.1.v6.1,0,0,0,14,12,18
Cre13.g567550_4532.2.v6.1,0,0,0,0,0,1
Cre13.g567500_4532.1.v6.1,54,54,40,39,45,41
Cre13.g567550_4532.1.v6.1,30,39,47,43,40,52
Cre13.g566800_4532.1.v6.1,0,0,0,0,0,0
Cre13.g566925_4532.1.v6.1,0,0,0,0,0,0
Cre13.g567050_4532.1.v6.1,0,0,0,0,0,0
Cre13.g567200_4532.1.v6.1,0,0,0,0,0,0
Cre13.g566650_4532.1.v6.1,1299,1265,1504,2641,2918,2992
Cre13.g566700_4532.1.v6.1,196,312,150,119,128,104
Cre13.g566700_4532.2.v6.1,9,4,7,0,7,13
Cre13.g566750_4532.1.v6.1,57,41,60,449,454,550
Cre13.g566850_4532.1.v6.1,29,31,53,101,120,101
Cre13.g566850_4532.2.v6.1,11,0,0,10,13,17
Cre13.g566900_4532.1.v6.1,18,32,7,0,0,0
Cre13.g566951_4532.1.v6.1,1,0,1,2,1,1
Cre13.g567075_4532.2.v6.1,61,66,102,147,156,171
Cre13.g567075_4532.1.v6.1,2,0,0,3,7,3
Cre13.g567100_4532.1.v6.1,144,100,58,93,117,135
Cre13.g567150_4532.1.v6.1,40,76,25,5,4,9
Cre13.g567200_4532.2.v6.1,48,31,66,39,29,35
Cre13.g567200_4532.3.v6.1,5,0,4,0,0,0
Cre13.g567250_4532.1.v6.1,44,47,45,35,50,55
Cre13.g567300_4532.1.v6.1,13,13,21,15,15,17
Cre13.g567327_4532.1.v6.1,13,12,14,13,7,10
Cre13.g567363_4532.1.v6.1,28,33,42,20,21,20
Cre13.g567600_4532.1.v6.1,2878,2992,1914,1950,2258,2201
Cre13.g567600_4532.2.v6.1,4,4,3,7,9,11
Cre13.g567600_4532.3.v6.1,11,13,6,21,18,11
Cre13.g567650_4532.1.v6.1,192,10,61,3,0,4
Cre13.g567650_4532.2.v6.1,20,181,143,76,113,76
Cre13.g567700_4532.1.v6.1,959,1790,687,297,327,292
Cre13.g567850_4532.1.v6.1,236,392,159,204,243,206
Cre13.g567901_4532.1.v6.1,73,92,47,31,32,43
Cre13.g565301_4532.2.v6.1,0,3,0,0,27,0
Cre13.g565400_4532.1.v6.1,0,24,0,3,0,3
Cre13.g565675_4532.1.v6.1,0,0,0,3,3,0
Cre13.g565750_4532.4.v6.1,0,55,0,0,0,0
Cre13.g565750_4532.1.v6.1,0,0,40,0,0,0
Cre13.g565301_4532.1.v6.1,48,61,67,78,59,75
Cre13.g565321_4532.1.v6.1,118,137,77,125,145,176
Cre13.g801517_4532.1.v6.1,1,1,1,1,1,1
Cre13.g565400_4532.2.v6.1,218,203,369,60,40,208
Cre13.g565400_4532.3.v6.1,77,30,26,10,0,52
Cre13.g565400_4532.4.v6.1,113,235,109,236,313,38
Cre13.g565450_4532.2.v6.1,52,90,59,57,44,92
Cre13.g565450_4532.1.v6.1,539,639,335,575,717,804
Cre13.g565517_4532.1.v6.1,20,17,19,13,17,21
Cre13.g565550_4532.1.v6.1,47,62,32,53,65,48
Cre13.g565600_4532.1.v6.1,33,51,70,34,41,24
Cre13.g565650_4532.1.v6.1,569,561,779,998,1050,1209
Cre13.g565650_4532.2.v6.1,14,1,13,26,2,14
Cre13.g801518_4532.1.v6.1,51,39,57,44,56,63
Cre13.g801518_4532.2.v6.1,58,46,45,34,44,51
Cre13.g565700_4532.3.v6.1,138,96,89,97,103,96
Cre13.g565700_4532.2.v6.1,14,44,38,35,23,40
Cre13.g565700_4532.4.v6.1,7,0,0,0,0,0
Cre13.g565750_4532.2.v6.1,179,82,99,105,121,104
Cre13.g565750_4532.3.v6.1,3,5,0,1,4,0
Cre13.g565800_4532.1.v6.1,4705,5295,1567,1556,1659,1635
Cre13.g565800_4532.2.v6.1,91,119,90,70,85,83
Cre13.g565800_4532.3.v6.1,8,52,51,32,24,39
Cre13.g565850_4532.1.v6.1,1921,2076,846,806,862,917
Cre13.g565850_4532.3.v6.1,28,41,30,10,24,20
Cre13.g565850_4532.2.v6.1,61,75,102,58,99,102
Cre13.g565900_4532.1.v6.1,99,116,85,92,130,137
Cre13.g565900_4532.3.v6.1,7,3,20,14,9,43
Cre13.g565900_4532.2.v6.1,32,30,50,23,21,0
Cre13.g565950_4532.1.v6.1,30,24,36,22,30,36
Cre13.g566000_4532.1.v6.1,716,648,1918,206,246,210
Cre13.g566050_4532.1.v6.1,100,118,47,60,59,50
Cre13.g566100_4532.1.v6.1,13,7,8,17,0,16
Cre13.g566150_4532.1.v6.1,110,182,91,65,76,77
Cre13.g566150_4532.2.v6.1,14,0,0,0,0,0
Cre13.g566200_4532.1.v6.1,122,124,177,90,107,107
Cre13.g566250_4532.1.v6.1,180,252,128,89,98,99
Cre13.g566300_4532.1.v6.1,101,148,72,84,106,105
Cre13.g566300_4532.2.v6.1,8,0,42,10,20,13
Cre13.g566350_4532.2.v6.1,50,35,63,23,156,105
Cre13.g566350_4532.1.v6.1,278,389,151,470,300,275
Cre13.g567800_4532.4.v6.1,0,132,142,280,223,215
Cre13.g567750_4532.1.v6.1,222,250,234,208,247,227
Cre13.g567750_4532.3.v6.1,7,10,9,11,12,8
Cre13.g567750_4532.2.v6.1,23,14,22,21,22,14
Cre13.g567800_4532.1.v6.1,225,275,222,408,341,391
Cre13.g567800_4532.2.v6.1,960,1075,694,278,424,192
Cre13.g567800_4532.5.v6.1,244,201,423,303,310,276
Cre13.g567800_4532.6.v6.1,238,227,282,238,301,435
Cre13.g567800_4532.3.v6.1,59,142,162,187,281,250
Cre13.g568176_4532.1.v6.1,14,4,3,51,53,32
Cre13.g568176_4532.2.v6.1,5,3,3,10,5,13
Cre13.g568176_4532.3.v6.1,3,2,2,4,4,21
Cre13.g568100_4532.3.v6.1,0,0,13,6,32,4
Cre13.g568050_4532.1.v6.1,34,36,28,21,19,30
Cre13.g568050_4532.2.v6.1,24,7,15,11,20,9
Cre13.g568100_4532.2.v6.1,1,6,14,0,0,9
Cre13.g568100_4532.1.v6.1,8,0,0,0,0,0
Cre13.g568150_4532.1.v6.1,60,71,37,55,62,66
Cre13.g801519_4532.1.v6.1,11,0,5,5,8,6
Cre13.g568200_4532.2.v6.1,0,0,0,0,0,0
Cre13.g568200_4532.3.v6.1,0,0,0,0,0,0
Cre13.g568200_4532.1.v6.1,148,116,80,86,114,100
Cre13.g568200_4532.4.v6.1,60,101,0,0,0,0
Cre13.g568000_4532.1.v6.1,0,18,0,0,35,50
Cre13.g567950_4532.1.v6.1,2078,2453,1141,407,503,537
Cre13.g568000_4532.2.v6.1,47,37,47,67,27,0
Cre13.g568025_4532.1.v6.1,12,13,11,14,8,9
Cre13.g568700_4532.2.v6.1,0,0,0,0,0,2
Cre13.g568700_4532.1.v6.1,81,93,91,76,105,108
Cre13.g568350_4532.1.v6.1,0,11,2,5,3,3
Cre13.g568450_4532.3.v6.1,0,0,0,0,0,0
Cre13.g568450_4532.5.v6.1,0,0,0,0,0,0
Cre13.g568450_4532.4.v6.1,0,0,0,0,0,0
Cre13.g568500_4532.2.v6.1,0,0,0,85,93,0
Cre13.g568500_4532.3.v6.1,0,0,0,0,117,0
Cre13.g568500_4532.4.v6.1,0,0,0,0,0,0
Cre13.g568600_4532.2.v6.1,0,34,18,0,8,7
Cre13.g568650_4532.2.v6.1,0,0,0,0,0,605
Cre13.g568300_4532.1.v6.1,39,30,72,40,47,67
Cre13.g568400_4532.1.v6.1,1265,864,1036,1075,1311,1384
Cre13.g568450_4532.2.v6.1,37,65,15,0,0,8
Cre13.g568450_4532.1.v6.1,122,243,55,0,0,0
Cre13.g568500_4532.1.v6.1,63,59,47,91,3,104
Cre13.g568467_4532.1.v6.1,1,1,1,0,1,1
Cre13.g568550_4532.2.v6.1,82,78,62,46,56,33
Cre13.g568550_4532.1.v6.1,43,34,79,16,35,73
Cre13.g568600_4532.1.v6.1,107,63,52,79,85,94
Cre13.g568650_4532.1.v6.1,9121,12624,17459,12704,16464,17806
Cre13.g568650_4532.4.v6.1,240,10,51,76,1,9
Cre13.g568650_4532.5.v6.1,27,15,83,75,12,14
Cre13.g568650_4532.3.v6.1,1354,28,1931,816,7,21
Cre13.g569000_4532.5.v6.1,0,0,0,0,0,0
Cre13.g569000_4532.2.v6.1,0,0,0,46,0,0
Cre13.g568950_4532.1.v6.1,9,0,9,5,0,0
Cre13.g569000_4532.3.v6.1,97,0,146,1,10,49
Cre13.g569000_4532.1.v6.1,95,79,169,26,252,213
Cre13.g569000_4532.6.v6.1,5,3,4,285,3,5
Cre13.g569000_4532.4.v6.1,31,89,0,0,41,0
Cre13.g569050_4532.1.v6.1,87,53,96,152,128,109
Cre13.g569200_4532.1.v6.1,0,0,0,0,0,0
Cre13.g569100_4532.1.v6.1,5,3,3,7,6,5
Cre13.g569150_4532.1.v6.1,58,8,9,341,352,161
Cre13.g569150_4532.2.v6.1,86,49,61,7,5,156
Cre13.g569200_4532.2.v6.1,593,779,533,577,670,702
Cre13.g569250_4532.1.v6.1,137,116,85,38,54,66
Cre13.g569275_4532.1.v6.1,84,97,78,57,56,53
Cre13.g569300_4532.1.v6.1,74,53,92,80,81,87
Cre13.g569400_4532.1.v6.1,55,39,55,126,162,136
Cre13.g569450_4532.1.v6.1,7,6,11,14,19,12
Cre13.g569350_4532.1.v6.1,241,173,188,337,371,314
Cre13.g568750_4532.1.v6.1,100,92,71,101,111,87
Cre13.g568800_4532.1.v6.1,234,250,201,190,242,221
Cre13.g568850_4532.1.v6.1,354,306,415,659,653,602
Cre13.g568900_4532.1.v6.1,6053,6802,5564,4424,9412,10170
Cre13.g568900_4532.2.v6.1,218,274,4060,3826,505,478
Cre13.g568900_4532.3.v6.1,14,10,1491,303,18,15
Cre13.g569651_4532.1.v6.1,7,0,6,0,3,4
Cre13.g569801_4532.1.v6.1,0,0,0,0,0,4
Cre13.g569950_4532.1.v6.1,3,1,1,1,1,0
Cre13.g570000_4532.1.v6.1,1,1,1,0,1,1
Cre13.g570050_4532.1.v6.1,1,1,1,1,1,1
Cre13.g570100_4532.1.v6.1,1,1,2,1,1,1
Cre13.g569700_4532.1.v6.1,139,146,167,51,96,100
Cre13.g569750_4532.1.v6.1,228,289,167,194,236,192
Cre13.g570200_4532.1.v6.1,30,45,45,42,28,23
Cre13.g569850_4532.1.v6.1,0,34,36,2541,3154,3191
Cre13.g569900_4532.1.v6.1,0,57,3,0,0,0
Cre13.g569900_4532.2.v6.1,0,0,0,0,0,0
Cre13.g569900_4532.4.v6.1,0,0,0,0,0,0
Cre13.g569900_4532.7.v6.1,0,0,0,0,28,0
Cre13.g569900_4532.6.v6.1,0,0,0,0,31,0
Cre13.g569850_4532.2.v6.1,8,0,0,158,27,25
Cre13.g569900_4532.3.v6.1,38,0,96,24,3,144
Cre13.g569900_4532.5.v6.1,77,23,7,110,84,15
Cre13.g570150_4532.1.v6.1,110,195,130,106,130,149
Cre13.g569500_4532.1.v6.1,207,204,446,941,1064,821
Cre13.g569550_4532.2.v6.1,50,87,86,52,55,57
Cre13.g569550_4532.1.v6.1,262,387,262,126,198,192
Cre13.g569600_4532.1.v6.1,58,40,13,67,67,77
Cre13.g570951_4532.1.v6.1,8,5,8,9,20,17
Cre13.g571000_4532.1.v6.1,16,17,10,13,21,18
Cre13.g571050_4532.2.v6.1,5,9,85,98,71,169
Cre13.g571050_4532.1.v6.1,128,116,60,73,100,92
Cre13.g571050_4532.5.v6.1,5,6,20,19,18,7
Cre13.g571050_4532.4.v6.1,24,31,19,8,19,8
Cre13.g571050_4532.3.v6.1,23,29,21,8,50,8
Cre13.g571100_4532.1.v6.1,26,26,0,0,15,17
Cre13.g571150_4532.1.v6.1,160,190,122,139,153,172
Cre13.g571200_4532.1.v6.1,648,570,1037,636,703,719
Cre13.g571200_4532.3.v6.1,23,47,6,29,44,13
Cre13.g571200_4532.2.v6.1,51,50,78,42,66,30
Cre13.g571251_4532.1.v6.1,40,30,15,170,155,137
Cre13.g571300_4532.1.v6.1,293,216,275,3044,3271,3106
Cre13.g571300_4532.2.v6.1,56,36,29,58,44,36
Cre13.g571400_4532.3.v6.1,0,0,26,0,0,0
Cre13.g571400_4532.4.v6.1,0,0,0,0,0,0
Cre13.g571400_4532.5.v6.1,0,0,75,0,0,0
Cre13.g571400_4532.1.v6.1,163,175,182,128,136,149
Cre13.g571400_4532.2.v6.1,4,0,8,0,0,0
Cre13.g571400_4532.6.v6.1,59,50,35,41,49,40
Cre13.g571520_4532.1.v6.1,0,0,0,0,0,0
Cre13.g571520_4532.3.v6.1,0,0,0,0,0,0
Cre13.g571520_4532.2.v6.1,5,6,8,2,0,1
Cre13.g571560_4532.1.v6.1,105,82,79,39,46,55
Cre13.g571580_4532.1.v6.1,5,6,5,5,7,9
Cre13.g571450_4532.1.v6.1,158,215,178,79,119,108
Cre13.g571500_4532.1.v6.1,1237,2314,2024,92,131,64
Cre13.g570700_4532.2.v6.1,0,0,0,0,0,0
Cre13.g570700_4532.3.v6.1,0,0,0,0,0,0
Cre13.g570250_4532.2.v6.1,113,116,157,130,160,144
Cre13.g570250_4532.1.v6.1,19,30,39,25,19,23
Cre13.g570300_4532.1.v6.1,11,19,6,17,3,10
Cre13.g570350_4532.1.v6.1,559,442,479,341,526,557
Cre13.g570350_4532.2.v6.1,30,43,65,99,278,317
Cre13.g570350_4532.3.v6.1,166,169,283,700,551,482
Cre13.g570350_4532.4.v6.1,20,29,39,77,65,47
Cre13.g570350_4532.5.v6.1,17,21,39,54,61,76
Cre13.g570400_4532.1.v6.1,92,81,119,111,128,114
Cre13.g570450_4532.1.v6.1,31,97,18,0,2,0
Cre13.g570500_4532.2.v6.1,12,7,0,34,31,24
Cre13.g570500_4532.1.v6.1,3,0,0,1,5,0
Cre13.g570550_4532.1.v6.1,91,200,58,30,50,65
Cre13.g570550_4532.2.v6.1,43,0,65,13,0,2
Cre13.g570600_4532.1.v6.1,156,212,133,160,183,181
Cre13.g570650_4532.1.v6.1,58,46,77,102,120,79
Cre13.g570650_4532.3.v6.1,10,0,9,10,0,0
Cre13.g570650_4532.2.v6.1,6,0,19,19,0,0
Cre13.g570700_4532.1.v6.1,38,40,56,19,35,35
Cre13.g570751_4532.1.v6.1,3,0,1,24,22,11
Cre13.g570801_4532.1.v6.1,4,2,4,22,24,13
Cre13.g570851_4532.1.v6.1,3611,3503,11050,129,116,120
Cre13.g570851_4532.2.v6.1,146,265,533,0,13,0
Cre13.g570900_4532.1.v6.1,45,43,58,63,74,65
Cre13.g571902_4532.1.v6.1,10,12,3,10,7,13
Cre13.g571950_4532.1.v6.1,0,0,0,0,0,0
Cre13.g572050_4532.2.v6.1,0,0,11,21,0,40
Cre13.g571950_4532.2.v6.1,95,106,71,75,83,72
Cre13.g572000_4532.1.v6.1,30,30,23,24,24,28
Cre13.g572050_4532.1.v6.1,337,307,261,181,229,239
Cre13.g572050_4532.3.v6.1,26,34,9,6,29,13
Cre13.g571700_4532.2.v6.1,0,0,0,0,0,219
Cre13.g571600_4532.1.v6.1,61,67,65,72,82,64
Cre13.g571650_4532.1.v6.1,37,55,22,35,40,36
Cre13.g571700_4532.1.v6.1,877,1074,1313,786,867,569
Cre13.g571750_4532.1.v6.1,181,277,85,66,67,95
Cre13.g571750_4532.2.v6.1,56,18,41,34,40,34
Cre13.g571800_4532.2.v6.1,111,71,222,164,194,201
Cre13.g571800_4532.1.v6.1,28,37,5,26,13,39
Cre13.g571850_4532.2.v6.1,30,36,36,22,30,38
Cre13.g571850_4532.1.v6.1,10,15,8,11,12,11
Cre13.g572375_4532.1.v6.1,0,0,0,0,0,0
Cre13.g572150_4532.2.v6.1,0,0,0,0,0,0
Cre13.g572150_4532.3.v6.1,0,0,0,0,0,0
Cre13.g572150_4532.4.v6.1,0,4,0,0,0,0
Cre13.g572200_4532.2.v6.1,0,0,0,0,0,0
Cre13.g572100_4532.1.v6.1,129,126,93,49,66,59
Cre13.g572100_4532.2.v6.1,12,0,0,0,0,0
Cre13.g572150_4532.1.v6.1,43,38,64,37,45,57
Cre13.g572150_4532.5.v6.1,12,17,3,4,22,22
Cre13.g572200_4532.1.v6.1,234,234,208,144,161,153
Cre13.g572250_4532.1.v6.1,78,105,71,100,148,103
Cre13.g572272_4532.1.v6.1,79,106,71,101,146,104
Cre13.g801520_4532.1.v6.1,245,264,231,245,310,341
Cre13.g572450_4532.1.v6.1,1504,705,1238,1229,1286,751
Cre13.g572500_4532.1.v6.1,109,62,125,591,696,686
Cre13.g572550_4532.1.v6.1,17,34,38,0,4,4
Cre13.g572600_4532.1.v6.1,467,366,51,527,485,207
Cre13.g572650_4532.1.v6.1,43,46,20,24,0,4
Cre13.g572700_4532.2.v6.1,101,94,126,0,122,56
Cre13.g572700_4532.1.v6.1,441,599,455,313,226,330
Cre13.g572732_4532.1.v6.1,23,14,7,7,12,3
Cre13.g572732_4532.3.v6.1,1,1,1,1,1,1
Cre13.g572732_4532.2.v6.1,3,1,0,6,0,6
Cre13.g572750_4532.1.v6.1,0,8,33,5,0,34
Cre13.g572900_4532.4.v6.1,0,0,0,0,0,0
Cre13.g572900_4532.3.v6.1,0,0,0,0,0,0
Cre13.g572900_4532.5.v6.1,0,0,0,0,0,0
Cre13.g572900_4532.6.v6.1,0,0,0,0,0,0
Cre13.g572800_4532.1.v6.1,41,64,11,61,91,33
Cre13.g572850_4532.1.v6.1,42,46,56,51,58,54
Cre13.g572850_4532.2.v6.1,2,3,2,3,3,5
Cre13.g572900_4532.1.v6.1,333,263,129,140,139,174
Cre13.g572900_4532.2.v6.1,277,294,241,227,280,202
Cre13.g572900_4532.7.v6.1,2,32,0,0,38,109
Cre13.g573950_4532.2.v6.1,0,0,0,0,0,0
Cre13.g573950_4532.3.v6.1,0,0,0,0,0,0
Cre13.g573950_4532.4.v6.1,0,0,0,0,0,0
Cre13.g573950_4532.5.v6.1,0,0,0,0,0,0
Cre13.g573950_4532.1.v6.1,7,3,5,2,4,5
Cre13.g574000_4532.2.v6.1,0,0,0,0,0,0
Cre13.g574000_4532.4.v6.1,0,8,0,0,23,0
